codigo,dpto,mpio,mesas_reg,mesas_testigos,cepeda_reg,cepeda_testigos,delta_cepeda,espriella_reg,espriella_testigos,delta_espriella
48018,48,018,28,28,3756,3756,0,2398,2398,0
48020,48,020,59,59,6317,6317,0,5397,5397,0
50001,50,001,84,84,6846,6846,0,4663,4663,0
50070,50,070,18,18,2294,2294,0,194,194,0
50073,50,073,1,1,35,35,0,16,16,0
50078,50,078,1,1,28,28,0,41,41,0
50083,50,083,1,1,57,57,0,32,32,0
50087,50,087,4,4,164,164,0,108,108,0
50090,50,090,5,5,130,130,0,208,208,0
50092,50,092,3,3,136,136,0,126,126,0
52001,52,001,1182,1182,103654,103654,0,167359,167359,0
52005,52,005,229,229,21726,21726,0,35790,35790,0
52006,52,006,19,19,1563,1563,0,2225,2225,0
52008,52,008,20,20,1361,1361,0,3078,3078,0
52010,52,010,40,40,3835,3835,0,6012,6012,0
52015,52,015,17,17,948,948,0,3096,3096,0
52020,52,020,63,63,4811,4811,0,9107,9107,0
52025,52,025,7,7,142,142,0,785,785,0
52027,52,027,20,20,1894,1894,0,1887,1887,0
52028,52,028,13,13,668,668,0,2074,2074,0
52030,52,030,31,31,2261,2261,0,4061,4061,0
52035,52,035,175,175,14418,14418,0,23610,23610,0
52040,52,040,40,40,3028,3028,0,7281,7281,0
52041,52,041,37,37,5999,5999,0,2666,2666,0
52042,52,042,28,28,1783,1783,0,3730,3730,0
52043,52,043,174,174,18419,18419,0,15843,15843,0
52044,52,044,28,28,3460,3460,0,2547,2547,0
52045,52,045,81,81,6175,6175,0,10480,10480,0
52046,52,046,22,22,1535,1535,0,1440,1440,0
52047,52,047,22,22,1904,1904,0,2288,2288,0
52048,52,048,24,24,1431,1431,0,2808,2808,0
52049,52,049,30,30,3035,3035,0,2696,2696,0
52050,52,050,53,53,3992,3992,0,8467,8467,0
52055,52,055,31,31,2439,2439,0,4050,4050,0
52058,52,058,21,21,1678,1678,0,2240,2240,0
52059,52,059,7,7,174,174,0,731,731,0
52060,52,060,59,59,4093,4093,0,8153,8153,0
52074,52,074,23,23,5325,5325,0,619,619,0
52080,52,080,47,47,3942,3942,0,4631,4631,0
54001,54,001,150,150,12566,12566,0,15293,15293,0
54003,54,003,23,23,2092,2092,0,1553,1553,0
54007,54,007,33,33,1836,1836,0,3503,3503,0
54012,54,012,15,15,1010,1010,0,329,329,0
56001,56,001,142,142,11223,11223,0,9316,9316,0
56004,56,004,14,14,1088,1088,0,708,708,0
60001,60,001,134,134,13321,13321,0,9595,9595,0
60007,60,007,17,17,2139,2139,0,649,649,0
60010,60,010,3,3,260,260,0,31,31,0
60013,60,013,4,4,624,624,0,40,40,0
60016,60,016,4,4,411,411,0,52,52,0
60017,60,017,1,1,32,32,0,0,0,0
60019,60,019,3,3,163,163,0,3,3,0
60021,60,021,2,2,158,158,0,40,40,0
60022,60,022,5,5,456,456,0,132,132,0
60030,60,030,1,1,108,108,0,20,20,0
60040,60,040,2,2,177,177,0,22,22,0
64001,64,001,134,134,22666,22666,0,7208,7208,0
64002,64,002,160,160,25950,25950,0,6948,6948,0
64004,64,004,50,50,4068,4068,0,2398,2398,0
64007,64,007,14,14,2339,2339,0,944,944,0
64013,64,013,15,15,2380,2380,0,996,996,0
64016,64,016,19,19,3432,3432,0,876,876,0
64018,64,018,51,51,8355,8355,0,1085,1085,0
64019,64,019,33,33,6304,6304,0,1876,1876,0
64023,64,023,98,98,18378,18378,0,2688,2688,0
64025,64,025,44,44,5473,5473,0,1810,1810,0
64026,64,026,34,34,5785,5785,0,1314,1314,0
64028,64,028,93,93,16832,16832,0,2184,2184,0
64030,64,030,64,64,9996,9996,0,3573,3573,0
68001,68,001,64,64,7498,7498,0,1821,1821,0
68004,68,004,6,6,653,653,0,107,107,0
68010,68,010,2,2,80,80,0,22,22,0
68013,68,013,6,6,561,561,0,16,16,0
68017,68,017,6,6,341,341,0,121,121,0
68022,68,022,4,4,348,348,0,32,32,0
72001,72,001,66,66,3734,3734,0,5564,5564,0
72002,72,002,12,12,443,443,0,1473,1473,0
72006,72,006,93,93,9186,9186,0,1601,1601,0
72008,72,008,26,26,911,911,0,3048,3048,0
88115,88,115,8,8,22,22,0,21,21,0
88120,88,120,54,54,7900,7900,0,3957,3957,0
88130,88,130,7,7,4,4,0,2,2,0
88135,88,135,7,7,12,12,0,9,9,0
88140,88,140,11,11,341,341,0,918,918,0
88155,88,155,56,56,5550,5550,0,4717,4717,0
88160,88,160,23,23,901,901,0,2822,2822,0
88165,88,165,72,72,11552,11552,0,8564,8564,0
88170,88,170,11,11,1086,1086,0,525,525,0
88190,88,190,16,16,1515,1515,0,1117,1117,0
88215,88,215,10,10,146,146,0,491,491,0
88220,88,220,52,52,2274,2274,0,1889,1889,0
88250,88,250,219,219,15988,15988,0,26936,26936,0
88275,88,275,7,7,124,124,0,131,131,0
88285,88,285,27,27,1321,1321,0,4478,4478,0
88290,88,290,8,8,474,474,0,126,126,0
88305,88,305,112,112,8720,8720,0,9537,9537,0
88315,88,315,28,28,308,308,0,405,405,0
88325,88,325,9,9,420,420,0,230,230,0
88330,88,330,111,111,3229,3229,0,6462,6462,0
88335,88,335,8,8,58,58,0,109,109,0
88340,88,340,9,9,105,105,0,340,340,0
88350,88,350,20,20,607,607,0,2031,2031,0
88355,88,355,696,696,66945,66945,0,65426,65426,0
88360,88,360,987,987,41142,41142,0,179841,179841,0
88370,88,370,7,7,43,43,0,54,54,0
88375,88,375,7,7,174,174,0,103,103,0
88380,88,380,81,81,9158,9158,0,5189,5189,0
88410,88,410,10,10,208,208,0,1089,1089,0
88430,88,430,7,7,9,9,0,8,8,0
88435,88,435,22,22,1608,1608,0,1457,1457,0
88440,88,440,8,8,62,62,0,258,258,0
88445,88,445,7,7,147,147,0,84,84,0
88455,88,455,7,7,14,14,0,12,12,0
88460,88,460,7,7,14,14,0,22,22,0
88465,88,465,74,74,4956,4956,0,6977,6977,0
88470,88,470,8,8,321,321,0,274,274,0
88490,88,490,11,11,120,120,0,851,851,0
88495,88,495,47,47,4408,4408,0,4103,4103,0
88500,88,500,8,8,38,38,0,90,90,0
88505,88,505,11,11,238,238,0,275,275,0
88515,88,515,7,7,39,39,0,31,31,0
88535,88,535,9,9,37,37,0,92,92,0
88560,88,560,7,7,29,29,0,66,66,0
88580,88,580,7,7,21,21,0,20,20,0
88590,88,590,80,80,4032,4032,0,8668,8668,0
88620,88,620,7,7,27,27,0,90,90,0
88625,88,625,10,10,676,676,0,597,597,0
88635,88,635,8,8,340,340,0,199,199,0
88655,88,655,87,87,2603,2603,0,8718,8718,0
88665,88,665,8,8,74,74,0,290,290,0
88670,88,670,28,28,851,851,0,2566,2566,0
88675,88,675,14,14,694,694,0,342,342,0
88680,88,680,18,18,1620,1620,0,1440,1440,0
88683,88,683,11,11,351,351,0,850,850,0
88685,88,685,13,13,421,421,0,1690,1690,0
88688,88,688,7,7,53,53,0,136,136,0
88690,88,690,7,7,26,26,0,14,14,0
88700,88,700,8,8,147,147,0,32,32,0
88745,88,745,8,8,36,36,0,67,67,0
88755,88,755,27,27,992,992,0,542,542,0
88760,88,760,21,21,2257,2257,0,2239,2239,0
88765,88,765,7,7,57,57,0,56,56,0
88770,88,770,14,14,153,153,0,88,88,0
88785,88,785,9,9,47,47,0,114,114,0
88805,88,805,9,9,384,384,0,390,390,0
88815,88,815,349,349,4911,4911,0,19682,19682,0
