codigo,dpto,mpio,mesas_total,mesas_escrutadas,censo,votantes,abstencion,nulos,no_marcados,blancos,validos,iván cepeda castro,abelardo de la espriella,,,
23043,23,043,37,37,12308,8324,3984,52,17,115,8255,5226,2914,0,115,0
23044,23,044,20,20,6011,4697,1314,53,9,58,4635,3446,1131,0,58,0
23046,23,046,36,36,11957,8990,2967,123,20,120,8847,5116,3611,0,120,0
23047,23,047,26,26,7051,4179,2872,22,4,24,4153,4009,120,0,24,0
23049,23,049,20,20,5987,4271,1716,16,5,20,4250,2724,1506,0,20,0
23052,23,052,45,45,14894,11744,3150,58,23,100,11663,9035,2528,0,100,0
23055,23,055,36,36,11112,8011,3101,51,5,64,7955,6428,1463,0,64,0
23058,23,058,16,16,5455,4015,1440,29,2,66,3984,2747,1171,0,66,0
23061,23,061,24,24,7583,5048,2535,29,13,38,5006,3808,1160,0,38,0
23064,23,064,25,25,6831,4922,1909,26,8,52,4888,3473,1363,0,52,0
23067,23,067,300,300,105954,68290,37664,666,112,718,67512,48510,18284,0,718,0
23073,23,073,46,46,14057,10520,3537,106,17,134,10397,7260,3003,0,134,0
23076,23,076,31,31,9601,7114,2487,53,11,66,7050,5182,1802,0,66,0
23077,23,077,13,13,4104,3095,1009,59,5,72,3031,1799,1160,0,72,0
23078,23,078,19,19,5890,3040,2850,8,6,27,3026,2798,201,0,27,0
23079,23,079,81,81,24138,16759,7379,311,50,247,16398,9487,6664,0,247,0
23080,23,080,30,30,8933,6655,2278,185,6,41,6464,6086,337,0,41,0
23082,23,082,30,30,8420,6190,2230,64,17,85,6109,4803,1221,0,85,0
23085,23,085,26,26,8065,6338,1727,148,14,116,6176,4811,1249,0,116,0
23088,23,088,31,31,7444,4854,2590,24,3,18,4827,4711,98,0,18,0
23091,23,091,22,22,6530,4622,1908,41,6,49,4575,3947,579,0,49,0
23094,23,094,27,27,7234,4160,3074,10,1,10,4149,4065,74,0,10,0
23095,23,095,53,53,16429,9009,7420,52,12,42,8945,8401,502,0,42,0
23096,23,096,16,16,5225,3970,1255,40,4,40,3926,2644,1242,0,40,0
23097,23,097,19,19,6043,4148,1895,36,9,64,4103,2557,1482,0,64,0
23098,23,098,42,42,12814,9737,3077,147,6,102,9584,9012,470,0,102,0
23100,23,100,36,36,10132,6839,3293,33,11,59,6795,4520,2216,0,59,0
23101,23,101,15,15,5140,3948,1192,22,5,28,3921,3535,358,0,28,0
23103,23,103,24,24,7775,5473,2302,29,7,52,5437,3852,1533,0,52,0
23106,23,106,46,46,15639,11223,4416,135,19,138,11069,6708,4223,0,138,0
23109,23,109,62,62,18749,11817,6932,70,56,81,11691,10043,1567,0,81,0
23112,23,112,38,38,10139,6627,3512,16,1,26,6610,6464,120,0,26,0
23115,23,115,81,81,22785,16897,5888,151,25,206,16721,14289,2226,0,206,0
23118,23,118,54,54,17371,12605,4766,134,20,128,12451,9121,3202,0,128,0
23120,23,120,20,20,6879,5079,1800,53,9,93,5017,2625,2299,0,93,0
23121,23,121,41,41,13557,9786,3771,204,26,144,9556,5970,3442,0,144,0
23123,23,123,19,19,5937,4101,1836,62,13,80,4026,1811,2135,0,80,0
23124,23,124,40,40,11899,8894,3005,169,19,157,8706,7442,1107,0,157,0
23125,23,125,29,29,8060,4988,3072,58,1,45,4929,4684,200,0,45,0
23127,23,127,29,29,8101,5809,2292,29,16,70,5764,5074,620,0,70,0
23130,23,130,19,19,5942,4375,1567,36,3,37,4336,3008,1291,0,37,0
23133,23,133,44,44,13880,10602,3278,49,53,95,10500,8728,1677,0,95,0
23136,23,136,36,36,10318,7257,3061,50,11,50,7196,5331,1815,0,50,0
23139,23,139,521,521,143672,86769,56903,917,146,756,85706,76219,8731,0,756,0
23142,23,142,115,115,36133,25415,10718,257,48,212,25110,20310,4588,0,212,0
23145,23,145,28,28,9162,6898,2264,68,11,69,6819,5136,1614,0,69,0
24001,24,001,1324,1324,463062,289316,173746,3250,366,5904,285700,124754,155042,0,5904,0
24008,24,008,35,35,10746,6460,4286,99,21,125,6340,1785,4430,0,125,0
24013,24,013,19,19,5890,3362,2528,59,11,58,3292,1242,1992,0,58,0
24021,24,021,69,69,22624,13039,9585,221,47,248,12771,3889,8634,0,248,0
24025,24,025,527,527,181405,113870,67535,1405,141,2316,112324,51929,58079,0,2316,0
24029,24,029,32,32,10843,6775,4068,104,13,149,6658,2070,4439,0,149,0
24038,24,038,20,20,6754,3886,2868,49,11,67,3826,1151,2608,0,67,0
24046,24,046,97,97,34065,18644,15421,286,31,359,18327,9833,8135,0,359,0
24054,24,054,48,48,15672,8958,6714,122,33,153,8803,3611,5039,0,153,0
24062,24,062,40,40,12754,8099,4655,100,29,104,7970,4783,3083,0,104,0
24070,24,070,37,37,12208,7518,4690,53,29,67,7436,5303,2066,0,67,0
24078,24,078,65,65,21596,13710,7886,311,64,299,13335,7940,5096,0,299,0
24086,24,086,201,201,69401,45252,24149,695,97,967,44460,17643,25850,0,967,0
24094,24,094,37,37,11809,6127,5682,91,37,121,5999,1691,4187,0,121,0
25001,25,001,1862,1860,650786,390453,260333,2463,246,5139,387744,76069,306536,2,5139,0
25004,25,004,87,87,25508,15866,9642,64,32,151,15770,2757,12862,0,151,0
25007,25,007,26,26,7816,5344,2472,22,4,51,5318,531,4736,0,51,0
25010,25,010,28,28,8657,5433,3224,21,11,53,5401,770,4578,0,53,0
25013,25,013,15,15,4553,2992,1561,20,4,24,2968,195,2749,0,24,0
25016,25,016,9,9,2687,1791,896,17,2,23,1772,225,1524,0,23,0
25019,25,019,28,28,7567,5145,2422,15,4,34,5126,456,4636,0,34,0
25022,25,022,55,55,16641,8064,8577,86,12,139,7966,4036,3791,0,139,0
25025,25,025,22,22,7113,4983,2130,29,13,58,4941,482,4401,0,58,0
25028,25,028,48,48,16039,10379,5660,75,10,127,10294,1851,8316,0,127,0
25031,25,031,30,30,9251,6076,3175,38,8,78,6030,660,5292,0,78,0
25034,25,034,22,22,6991,3302,3689,18,4,31,3280,374,2875,0,31,0
25036,25,036,51,51,16333,8233,8100,83,20,100,8130,6586,1444,0,100,0
25037,25,037,45,45,11409,6364,5045,40,10,53,6314,2179,4082,0,53,0
25038,25,038,77,77,25533,16044,9489,118,16,156,15910,2243,13511,0,156,0
25040,25,040,18,18,5772,3953,1819,6,9,28,3938,358,3552,0,28,0
25043,25,043,27,27,8288,4434,3854,45,6,54,4383,3043,1286,0,54,0
25046,25,046,16,16,5109,2082,3027,2,5,23,2075,86,1966,0,23,0
25049,25,049,17,17,5592,3519,2073,12,4,24,3503,371,3108,0,24,0
25051,25,051,36,36,10500,6350,4150,53,7,72,6290,1484,4734,0,72,0
25052,25,052,22,22,7125,3772,3353,13,5,39,3754,953,2762,0,39,0
25054,25,054,246,246,83857,47732,36125,297,25,620,47410,9298,37492,0,620,0
25055,25,055,11,11,3813,2712,1101,4,2,25,2706,141,2540,0,25,0
25058,25,058,10,10,3353,2423,930,10,7,25,2406,156,2225,0,25,0
25061,25,061,269,269,90395,61194,29201,462,60,845,60672,17477,42350,0,845,0
25064,25,064,145,145,49125,30872,18253,335,37,692,30500,10074,19734,0,692,0
25067,25,067,13,13,4537,3501,1036,29,6,60,3466,396,3010,0,60,0
25069,25,069,62,62,21306,4188,17118,21,6,33,4161,560,3568,0,33,0
25070,25,070,30,30,10042,3233,6809,16,3,26,3214,217,2971,0,26,0
25073,25,073,34,34,10114,6092,4022,21,10,68,6061,596,5397,0,68,0
25076,25,076,33,33,8620,5067,3553,31,5,56,5031,4409,566,0,56,0
25079,25,079,31,31,10193,5169,5024,23,5,41,5141,775,4325,0,41,0
25082,25,082,16,16,5249,2324,2925,9,1,16,2314,314,1984,0,16,0
25085,25,085,72,72,20495,11741,8754,67,22,108,11652,1313,10231,0,108,0
25088,25,088,16,16,4773,3377,1396,7,5,31,3365,154,3180,0,31,0
25091,25,091,40,40,12243,7176,5067,56,11,89,7109,6016,1004,0,89,0
25093,25,093,138,138,45677,21006,24671,258,47,432,20701,8204,12065,0,432,0
25094,25,094,43,43,13192,8608,4584,51,15,124,8542,1054,7364,0,124,0
25097,25,097,13,13,4121,2729,1392,13,3,21,2713,204,2488,0,21,0
25100,25,100,316,316,108675,49311,59364,255,32,522,49024,7085,41417,0,522,0
26001,26,001,806,806,281258,177378,103880,1923,183,3718,175272,68992,102562,0,3718,0
26005,26,005,8,8,2678,1694,984,16,2,29,1676,596,1051,0,29,0
26010,26,010,183,183,63233,39456,23777,622,63,789,38771,15386,22596,0,789,0
26020,26,020,75,75,24779,16326,8453,215,19,292,16092,5935,9865,0,292,0
26025,26,025,16,16,5596,3200,2396,43,4,51,3153,1389,1713,0,51,0
26030,26,030,34,34,11001,6679,4322,107,22,132,6550,1958,4460,0,132,0
26040,26,040,22,22,7313,4292,3021,73,14,58,4205,1373,2774,0,58,0
26050,26,050,91,91,30930,18662,12268,374,51,329,18237,9104,8804,0,329,0
26060,26,060,105,105,35223,19908,15315,458,56,401,19394,7813,11180,0,401,0
26070,26,070,18,18,5768,3313,2455,40,11,48,3262,1046,2168,0,48,0
26080,26,080,92,92,31044,17573,13471,260,58,295,17255,7233,9727,0,295,0
26090,26,090,21,21,6111,4022,2089,48,4,65,3970,1243,2662,0,65,0
27001,27,001,1523,1523,524202,356248,167954,2146,151,6205,353951,117895,229851,0,6205,0
27004,27,004,5,5,1523,1019,504,4,2,11,1013,144,858,0,11,0
27007,27,007,15,15,3617,2302,1315,12,5,17,2285,486,1782,0,17,0
27010,27,010,21,21,7181,5169,2012,33,8,60,5128,1022,4046,0,60,0
27013,27,013,80,80,27239,18344,8895,159,18,230,18167,6975,10962,0,230,0
27016,27,016,23,23,7939,6038,1901,26,10,113,6002,1496,4393,0,113,0
27019,27,019,566,566,188674,130339,58335,1385,98,1609,128856,83663,43584,0,1609,0
27022,27,022,16,16,4478,3001,1477,25,5,49,2971,646,2276,0,49,0
27025,27,025,34,34,8047,5053,2994,26,16,49,5011,1342,3620,0,49,0
27028,27,028,6,6,1835,1318,517,3,3,14,1312,143,1155,0,14,0
27031,27,031,6,6,1821,1314,507,9,0,18,1305,213,1074,0,18,0
27034,27,034,15,15,4989,3230,1759,11,6,34,3213,641,2538,0,34,0
27037,27,037,16,16,3676,2357,1319,7,1,26,2349,265,2058,0,26,0
27040,27,040,11,11,2163,1515,648,5,3,12,1507,217,1278,0,12,0
27043,27,043,19,19,5605,3757,1848,37,8,49,3712,622,3041,0,49,0
27045,27,045,94,94,29788,16878,12910,241,40,224,16597,5849,10524,0,224,0
27046,27,046,19,19,5259,3456,1803,22,6,51,3428,636,2741,0,51,0
27049,27,049,10,10,2867,2126,741,7,6,25,2113,214,1874,0,25,0
27052,27,052,10,10,3023,2030,993,16,2,26,2012,458,1528,0,26,0
27055,27,055,14,14,4327,3205,1122,10,6,21,3189,351,2817,0,21,0
27058,27,058,37,37,10784,8312,2472,49,10,107,8253,1938,6208,0,107,0
27061,27,061,32,32,10354,7253,3101,41,7,82,7205,1706,5417,0,82,0
27064,27,064,12,12,3469,2606,863,5,3,25,2598,339,2234,0,25,0
27067,27,067,8,8,2594,1786,808,5,2,23,1779,254,1502,0,23,0
27070,27,070,13,13,4342,2693,1649,27,2,40,2664,709,1915,0,40,0
27071,27,071,43,43,12560,8674,3886,54,14,96,8606,840,7670,0,96,0
27073,27,073,6,6,1635,1034,601,8,2,13,1024,116,895,0,13,0
27074,27,074,44,44,13298,8246,5052,91,10,90,8145,1675,6380,0,90,0
27075,27,075,18,18,3971,2293,1678,10,3,26,2280,408,1846,0,26,0
27076,27,076,7,7,2186,1608,578,9,1,8,1598,125,1465,0,8,0
27079,27,079,15,15,3503,2421,1082,13,2,26,2406,361,2019,0,26,0
27080,27,080,21,21,6115,3666,2449,12,6,38,3648,1060,2550,0,38,0
27082,27,082,655,655,224184,162946,61238,1125,71,2832,161750,53929,104989,0,2832,0
27085,27,085,14,14,2666,1901,765,4,0,10,1897,218,1669,0,10,0
27088,27,088,13,13,3492,2531,961,7,6,21,2518,384,2113,0,21,0
27091,27,091,397,397,133606,91535,42071,774,49,1569,90712,32286,56857,0,1569,0
27094,27,094,22,22,5634,3694,1940,22,5,38,3667,482,3147,0,38,0
27097,27,097,15,15,4290,3122,1168,10,2,27,3110,392,2691,0,27,0
27100,27,100,7,7,2046,1504,542,5,2,13,1497,148,1336,0,13,0
27103,27,103,13,13,4587,3020,1567,19,2,41,2999,994,1964,0,41,0
27106,27,106,13,13,4500,2646,1854,29,2,32,2615,857,1726,0,32,0
27109,27,109,8,8,2186,1577,609,11,2,21,1564,304,1239,0,21,0
27112,27,112,11,11,3408,2141,1267,19,2,26,2120,691,1403,0,26,0
27115,27,115,6,6,1488,1135,353,3,4,10,1128,118,1000,0,10,0
27118,27,118,14,14,4063,2537,1526,23,3,28,2511,330,2153,0,28,0
27119,27,119,18,18,5754,3736,2018,8,2,41,3726,512,3173,0,41,0
27120,27,120,35,35,10254,6283,3971,55,11,64,6217,1475,4678,0,64,0
27121,27,121,114,114,37400,25834,11566,178,18,362,25638,5789,19487,0,362,0
27124,27,124,33,33,10724,8062,2662,62,15,120,7985,1498,6367,0,120,0
27127,27,127,7,7,2302,1371,931,6,0,14,1365,158,1193,0,14,0
27130,27,130,52,52,16429,11251,5178,87,4,209,11160,3254,7697,0,209,0
27133,27,133,18,18,5312,3797,1515,21,3,35,3773,608,3130,0,35,0
27136,27,136,28,28,8321,5940,2381,63,7,76,5870,904,4890,0,76,0
27139,27,139,17,17,3914,2534,1380,12,1,18,2521,275,2228,0,18,0
27142,27,142,12,12,4070,2914,1156,5,4,27,2905,338,2540,0,27,0
27145,27,145,31,31,9963,6998,2965,42,8,90,6948,1295,5563,0,90,0
27148,27,148,14,14,3561,2316,1245,12,10,18,2294,279,1997,0,18,0
27151,27,151,6,6,1620,1150,470,8,2,4,1140,201,935,0,4,0
27154,27,154,8,8,2671,2011,660,8,3,32,2000,243,1725,0,32,0
27157,27,157,12,12,4028,3194,834,14,2,31,3178,465,2682,0,31,0
27160,27,160,408,408,134577,98362,36215,875,65,1590,97422,32641,63191,0,1590,0
27163,27,163,12,12,3985,3112,873,14,3,36,3095,703,2356,0,36,0
27166,27,166,44,44,13225,9047,4178,77,11,112,8959,2973,5874,0,112,0
27167,27,167,22,22,6703,3741,2962,43,9,45,3689,1443,2201,0,45,0
27169,27,169,84,84,26439,17329,9110,138,32,149,17159,10288,6722,0,149,0
27172,27,172,85,85,24677,15703,8974,164,29,237,15510,3554,11719,0,237,0
27174,27,174,74,74,25598,16664,8934,233,22,233,16409,6597,9579,0,233,0
27175,27,175,26,26,6626,4276,2350,40,12,50,4224,890,3284,0,50,0
27178,27,178,9,9,2958,1605,1353,3,1,8,1601,254,1339,0,8,0
27181,27,181,144,144,46902,34691,12211,218,24,530,34449,10758,23161,0,530,0
27184,27,184,7,7,2225,1406,819,8,0,15,1398,227,1156,0,15,0
27187,27,187,16,16,4502,3196,1306,21,2,41,3173,436,2696,0,41,0
27190,27,190,10,10,2184,1461,723,6,2,15,1453,280,1158,0,15,0
27193,27,193,80,80,25189,16284,8905,151,18,222,16115,3659,12234,0,222,0
27194,27,194,12,12,3375,2153,1222,7,3,30,2143,251,1862,0,30,0
27195,27,195,9,9,2374,1720,654,10,1,19,1709,246,1444,0,19,0
27196,27,196,22,22,6352,4504,1848,32,2,50,4470,983,3437,0,50,0
27199,27,199,74,74,25555,18118,7437,87,11,249,18020,4362,13409,0,249,0
27202,27,202,27,27,8714,5801,2913,45,7,73,5749,1003,4673,0,73,0
27205,27,205,22,22,5556,3417,2139,15,3,33,3399,560,2806,0,33,0
27208,27,208,13,13,3675,2486,1189,19,2,35,2465,451,1979,0,35,0
27211,27,211,18,18,5777,4116,1661,42,6,46,4068,638,3384,0,46,0
27217,27,217,17,17,5349,4199,1150,16,4,49,4179,864,3266,0,49,0
27219,27,219,5,5,1477,1082,395,7,0,15,1075,62,998,0,15,0
27220,27,220,52,52,16652,11393,5259,100,12,153,11281,3851,7277,0,153,0
27221,27,221,21,21,7350,5470,1880,36,6,83,5428,1003,4342,0,83,0
27223,27,223,25,25,8399,5847,2552,30,8,99,5809,1338,4372,0,99,0
28001,28,001,631,631,221269,146127,75142,892,155,1651,145080,89562,53867,0,1651,0
28010,28,010,31,31,10426,6087,4339,13,9,53,6065,3162,2850,0,53,0
28020,28,020,37,37,10513,6855,3658,17,12,47,6826,4603,2176,0,47,0
28030,28,030,27,27,8785,5522,3263,31,13,41,5478,3237,2200,0,41,0
28040,28,040,154,154,50627,34657,15970,153,46,298,34458,20984,13176,0,298,0
28041,28,041,47,47,15615,9883,5732,50,13,97,9820,5441,4282,0,97,0
28042,28,042,36,36,10045,6519,3526,13,12,32,6494,4401,2061,0,32,0
28045,28,045,17,17,5158,3124,2034,10,11,22,3103,1580,1501,0,22,0
28048,28,048,57,57,18668,11314,7354,45,30,146,11239,3635,7458,0,146,0
28049,28,049,51,51,15347,7872,7475,23,12,70,7837,2520,5247,0,70,0
28050,28,050,34,34,11216,7070,4146,34,8,65,7028,4528,2435,0,65,0
28055,28,055,62,62,20200,13841,6359,39,20,69,13782,9702,4011,0,69,0
28060,28,060,101,101,30173,17041,13132,48,37,145,16956,5209,11602,0,145,0
28080,28,080,50,50,15756,10479,5277,52,11,80,10416,6663,3673,0,80,0
28100,28,100,74,74,23345,14841,8504,60,17,72,14764,9372,5320,0,72,0
28120,28,120,43,43,13448,9131,4317,32,16,67,9083,5847,3169,0,67,0
28160,28,160,117,117,36533,24337,12196,145,45,203,24147,15913,8031,0,203,0
28180,28,180,73,73,21659,12868,8791,40,16,57,12812,6934,5821,0,57,0
28190,28,190,39,39,12284,8520,3764,21,5,77,8494,4925,3492,0,77,0
28200,28,200,146,146,48063,26681,21382,129,47,229,26505,15096,11180,0,229,0
28220,28,220,154,154,47066,22719,24347,92,39,141,22588,16242,6205,0,141,0
28240,28,240,52,52,17780,10961,6819,30,11,82,10920,5916,4922,0,82,0
28260,28,260,88,88,27811,16416,11395,110,19,154,16287,8324,7809,0,154,0
28280,28,280,78,78,21493,11465,10028,25,20,85,11420,4416,6919,0,85,0
28300,28,300,80,80,26275,16621,9654,87,14,103,16520,12643,3774,0,103,0
28320,28,320,68,68,21678,13824,7854,44,20,104,13760,8457,5199,0,104,0
29001,29,001,1366,1366,474707,325591,149116,3528,236,5425,321827,139933,176469,0,5425,0
29004,29,004,15,15,3744,2383,1361,21,3,27,2359,495,1837,0,27,0
29007,29,007,30,30,9155,5576,3579,43,13,57,5520,2376,3087,0,57,0
29010,29,010,22,22,6596,3903,2693,18,5,22,3880,1931,1927,0,22,0
29013,29,013,27,27,8737,4726,4011,25,17,57,4684,1208,3419,0,57,0
29016,29,016,33,33,10533,6370,4163,76,9,53,6285,3486,2746,0,53,0
29019,29,019,54,54,16727,8886,7841,58,19,103,8809,1936,6770,0,103,0
29022,29,022,51,51,17085,10069,7016,162,13,137,9894,3682,6075,0,137,0
29025,29,025,33,33,10551,6838,3713,71,11,104,6756,2094,4558,0,104,0
29028,29,028,18,18,5738,3399,2339,34,16,65,3349,760,2524,0,65,0
29031,29,031,29,29,8510,5655,2855,40,12,37,5603,2873,2693,0,37,0
29034,29,034,59,59,18820,11540,7280,58,43,62,11439,6285,5092,0,62,0
29037,29,037,24,24,7130,4292,2838,23,7,39,4262,919,3304,0,39,0
29040,29,040,122,122,41788,21949,19839,253,47,317,21649,8392,12940,0,317,0
29043,29,043,24,24,7145,4637,2508,38,17,60,4582,1135,3387,0,60,0
29046,29,046,181,181,62996,43118,19878,549,54,607,42515,17863,24045,0,607,0
29049,29,049,20,20,6311,3956,2355,45,16,47,3895,1507,2341,0,47,0
29052,29,052,59,59,20068,13387,6681,167,15,165,13205,5998,7042,0,165,0
29055,29,055,90,90,28491,16290,12201,239,48,308,16003,4840,10855,0,308,0
29058,29,058,83,83,26471,17066,9405,168,32,195,16866,5274,11397,0,195,0
29061,29,061,20,20,5720,3413,2307,32,4,34,3377,784,2559,0,34,0
29064,29,064,64,64,22411,13955,8456,148,10,161,13797,7002,6634,0,161,0
29067,29,067,29,29,9467,6034,3433,38,12,68,5984,2894,3022,0,68,0
29070,29,070,47,47,15583,9598,5985,130,13,85,9455,5179,4191,0,85,0
29073,29,073,102,102,34080,19872,14208,305,41,290,19526,10266,8970,0,290,0
29076,29,076,91,91,30400,18693,11707,286,32,294,18375,8037,10044,0,294,0
29079,29,079,99,99,32868,21196,11672,195,18,278,20983,6633,14072,0,278,0
29080,29,080,12,12,3744,1901,1843,17,3,19,1881,709,1153,0,19,0
29082,29,082,45,45,14847,8786,6061,62,18,62,8706,4839,3805,0,62,0
29085,29,085,80,80,23599,13623,9976,124,39,121,13460,5443,7896,0,121,0
29087,29,087,25,25,8607,5010,3597,33,6,58,4971,1611,3302,0,58,0
29088,29,088,18,18,5682,3608,2074,29,7,47,3572,1757,1768,0,47,0
29089,29,089,75,75,24559,12533,12026,149,48,240,12336,4935,7161,0,240,0
29091,29,091,26,26,7879,4815,3064,32,13,38,4770,1381,3351,0,38,0
29094,29,094,61,61,20378,13469,6909,115,21,141,13333,5979,7213,0,141,0
29097,29,097,58,58,18185,8154,10031,78,32,145,8044,2474,5425,0,145,0
29100,29,100,14,14,4407,2166,2241,19,4,32,2143,453,1658,0,32,0
29103,29,103,70,70,21600,11539,10061,109,25,149,11405,2632,8624,0,149,0
29105,29,105,38,38,13007,8324,4683,73,15,108,8236,2931,5197,0,108,0
29106,29,106,32,32,10723,5979,4744,48,11,62,5920,1497,4361,0,62,0
29109,29,109,42,42,12259,8267,3992,50,11,60,8206,1944,6202,0,60,0
29112,29,112,24,24,5728,3153,2575,29,4,38,3120,698,2384,0,38,0
29115,29,115,17,17,4811,3162,1649,27,8,25,3127,879,2223,0,25,0
29118,29,118,17,17,4824,3187,1637,14,3,24,3170,569,2577,0,24,0
29121,29,121,38,38,11870,7265,4605,57,13,55,7195,3103,4037,0,55,0
29124,29,124,25,25,7010,3749,3261,60,12,65,3677,1073,2539,0,65,0
29127,29,127,17,17,5150,3040,2110,14,7,23,3019,700,2296,0,23,0
31001,31,001,5158,5158,1839148,1151266,687882,6838,721,18494,1143707,682166,443047,0,18494,0
31004,31,004,38,38,12604,7123,5481,119,26,109,6978,3132,3737,0,109,0
31007,31,007,59,59,19976,12268,7708,87,11,151,12170,7533,4486,0,151,0
31010,31,010,64,64,18690,9524,9166,98,24,152,9402,3510,5740,0,152,0
31013,31,013,20,20,5755,3000,2755,31,7,41,2962,735,2186,0,41,0
31016,31,016,47,47,13234,7936,5298,73,17,99,7846,2934,4813,0,99,0
31019,31,019,690,690,233201,115778,117423,1079,193,776,114506,97881,15849,0,776,0
31022,31,022,339,339,109762,70568,39194,566,83,984,69919,44607,24328,0,984,0
31025,31,025,67,67,20937,13192,7745,106,14,145,13072,8893,4034,0,145,0
31028,31,028,88,88,27415,15299,12116,257,37,256,15005,5795,8954,0,256,0
31031,31,031,262,262,89247,59475,29772,546,39,730,58890,43650,14510,0,730,0
31034,31,034,353,353,122213,71139,51074,849,127,1265,70163,32058,36840,0,1265,0
31037,31,037,122,122,38323,22132,16191,229,54,292,21849,12098,9459,0,292,0
31040,31,040,54,54,15587,9578,6009,103,15,172,9460,4802,4486,0,172,0
31043,31,043,31,31,7643,4161,3482,61,9,78,4091,917,3096,0,78,0
31046,31,046,24,24,6468,3204,3264,41,14,59,3149,954,2136,0,59,0
31049,31,049,167,167,56109,34924,21185,261,34,334,34629,24978,9317,0,334,0
31052,31,052,38,38,10555,5858,4697,79,14,96,5765,2207,3462,0,96,0
31055,31,055,164,164,54892,35298,19594,296,43,360,34959,27141,7458,0,360,0
31058,31,058,59,59,19287,12236,7051,114,12,153,12110,6932,5025,0,153,0
31061,31,061,92,92,30395,20314,10081,145,24,162,20145,14854,5129,0,162,0
31064,31,064,382,382,132159,88747,43412,816,114,1352,87817,55757,30708,0,1352,0
31067,31,067,45,45,14324,8938,5386,66,15,112,8857,4823,3922,0,112,0
31070,31,070,86,86,28211,17383,10828,260,25,316,17098,5213,11569,0,316,0
31073,31,073,37,37,11566,6668,4898,56,12,90,6600,2252,4258,0,90,0
31076,31,076,35,35,10871,6039,4832,99,11,79,5929,3410,2440,0,79,0
31079,31,079,850,850,289345,177999,111346,1276,156,2859,176567,111031,62677,0,2859,0
31082,31,082,132,132,42523,26159,16364,243,39,270,25877,19477,6130,0,270,0
31085,31,085,53,53,16292,9203,7089,107,19,116,9077,4502,4459,0,116,0
31088,31,088,49,49,15993,9121,6872,87,16,125,9018,4175,4718,0,125,0
31091,31,091,106,106,31529,20792,10737,205,17,294,20570,8987,11289,0,294,0
31094,31,094,53,53,15255,9282,5973,81,11,110,9190,5420,3660,0,110,0
31097,31,097,119,119,37664,20958,16706,379,61,382,20518,9715,10421,0,382,0
31100,31,100,43,43,12816,6933,5883,94,12,97,6827,2088,4642,0,97,0
31103,31,103,56,56,16797,9614,7183,112,18,162,9484,3578,5744,0,162,0
31106,31,106,513,513,173667,105989,67678,1172,106,1745,104711,53789,49177,0,1745,0
31109,31,109,18,18,5383,2916,2467,41,9,32,2866,1359,1475,0,32,0
31112,31,112,32,32,7419,4158,3261,51,5,71,4102,1037,2994,0,71,0
31115,31,115,37,37,11456,7352,4104,31,7,63,7314,4631,2620,0,63,0
31118,31,118,51,51,15667,9545,6122,92,19,124,9434,5808,3502,0,124,0
31121,31,121,334,334,112799,72036,40763,426,60,788,71550,53074,17688,0,788,0
31124,31,124,120,120,40013,24492,15521,201,17,279,24274,16180,7815,0,279,0
40001,40,001,242,242,81993,38548,43445,386,75,681,38087,9519,27887,0,681,0
40005,40,005,120,120,39412,23074,16338,345,68,477,22661,8541,13643,0,477,0
40010,40,010,112,112,36419,17348,19071,295,47,423,17006,10195,6388,0,423,0
40015,40,015,11,11,3703,1714,1989,6,1,21,1707,395,1291,0,21,0
40017,40,017,42,42,13973,8046,5927,137,14,177,7895,5624,2094,0,177,0
40020,40,020,12,12,3906,1877,2029,8,4,26,1865,305,1534,0,26,0
40025,40,025,123,123,41399,23456,17943,396,58,475,23002,11841,10686,0,475,0
44001,44,001,400,400,137546,88897,48649,974,98,1537,87825,36346,49942,0,1537,0
44002,44,002,14,14,4517,2837,1680,37,10,62,2790,954,1774,0,62,0
44003,44,003,73,73,24852,17638,7214,335,148,680,17155,11527,4948,0,680,0
44004,44,004,26,26,8465,5087,3378,69,13,88,5005,1859,3058,0,88,0
44005,44,005,49,49,15988,10364,5624,152,29,272,10183,4225,5686,0,272,0
44006,44,006,34,34,11590,7635,3955,110,39,174,7486,3958,3354,0,174,0
44007,44,007,38,38,12574,8206,4368,93,23,170,8090,5131,2789,0,170,0
44009,44,009,60,60,19878,13428,6450,184,61,424,13183,6304,6455,0,424,0
44010,44,010,129,129,42016,31343,10673,537,133,979,30673,19074,10620,0,979,0
44012,44,012,23,23,7736,3727,4009,52,9,93,3666,1660,1913,0,93,0
44016,44,016,22,22,6745,3680,3065,52,10,72,3618,2020,1526,0,72,0
44017,44,017,14,14,3975,2276,1699,24,4,32,2248,629,1587,0,32,0
44020,44,020,34,34,10807,6424,4383,98,15,140,6311,2861,3310,0,140,0
44022,44,022,31,31,8884,4607,4277,39,20,102,4548,3398,1048,0,102,0
44024,44,024,18,18,6175,3246,2929,65,18,93,3163,1465,1605,0,93,0
44040,44,040,18,18,5670,2977,2693,60,6,63,2911,875,1973,0,63,0
46001,46,001,401,401,135269,98816,36453,1031,94,1672,97691,32592,63427,0,1672,0
46040,46,040,88,88,29666,22000,7666,386,33,375,21581,7166,14040,0,375,0
46120,46,120,6,6,1858,1300,558,8,0,20,1292,300,972,0,20,0
46320,46,320,33,33,7903,5318,2585,25,7,34,5286,1048,4204,0,34,0
